source_row_number,year,university_name,college_name,department_name,course_name,grade,semester,credit,lecture_hours,practice_hours,course_type,learning_objective,main_textbook,sub_textbook,reference_material,prerequisite_material,target_department_match,target_course_match,foundational_course_match,strong_ai_cs_course_match,excluded_department_match,final_target_keep,keep_reason
3381,2022,강원대학교,IT대학,전기전자공학과,고급컴퓨터프로그래밍,2,2학기,3,2,2,전공선택,마이크로소프트 비주얼스튜디오 개발환경을 활용한다.,"C 프로그래밍 파워업그레이드, 윤성우, Infinity Books. 강의 교재/자료 홈페이지 제공",,,필수 선수과목 : 컴퓨터프로그래밍. C 언어를 모르는 학생은 수강할 수 없음.,True,True,False,False,False,True,target_department_and_target_course
3415,2022,강원대학교,IT대학,전기전자공학과,캡스톤디자인1,3,2학기,1,0,2,전공필수,계획한 설계 작품을 다양한 공학도구를 이용하여 구현,,,,,True,False,True,False,False,True,target_department_and_foundational_course
3422,2022,강원대학교,IT대학,전기전자공학과,직업선택과꿈설계,3,2학기,1,1,0,전공선택,대학 생활과 졸업후 진로를 설정하기 위한 방법 습득,,,,,True,False,True,False,False,True,target_department_and_foundational_course
3426,2022,강원대학교,IT대학,전자공학과,선형대수,전학년,1학기,3,3,0,학문기초,,"1. 교재 : MATLAB으로 배우는 선형대수학 ; 이광연 외 1인 ; 한빛아카데미, 20152. 참고문헌 : 선형대수학 ; 이정문 외 5인 ; 사이텍미디어, 2007",,,,True,False,True,False,False,True,target_department_and_foundational_course
3438,2022,강원대학교,IT대학,전자공학과,마이크로프로세서실험,2,2학기,3,1,4,전공필수,컴퓨터 동작원리를 이해하고 기본적인 프로그래밍 기술을 습득한다.,마이크로컨트롤러 CortexM3 한백전자,,,컴퓨터 구조논리회로(디지털 시스템)디지털 실험,True,True,True,False,False,True,target_department_and_target_course
3443,2022,강원대학교,IT대학,전자공학과,전자공학설계프로젝트1,4,1학기,3,0,6,전공필수,,,,,,True,False,True,False,False,True,target_department_and_foundational_course
3462,2022,강원대학교,IT대학,전자공학과,디지털회로실험,2,1학기,3,2,2,전공필수,,자체제작된 실험노트※ 실험노트는 디지털캠퍼스에 올려놓음,,,회로이론디지털공학,True,True,True,False,False,True,target_department_and_target_course
3533,2022,강원대학교,IT대학,컴퓨터공학과,자바프로그래밍1,1,1학기,3,2,2,학문기초,소규모 프로그래밍 과제가 주어졌을 때 자바를 이용해 해결할 수 있게 된다.,없음. 수업에서 자료를 제공함.,,"명품 JAVA Programming, 개정4판, 황기태, 김효수 저, 생능출판사, 2018년 / 자바의 정석 기초편, 남궁성 저, 도우출판, 2019년",없음,True,True,False,False,False,True,target_department_and_target_course
3540,2022,강원대학교,IT대학,컴퓨터공학과,자바프로그래밍2,1,2학기,3,2,2,학문기초,소규모 프로그래밍 과제가 주어졌을 때 자바를 이용해 해결할 수 있게 된다.,"가장 빨리 만나는 코어 자바 9, 카이 호스트만 저, 신경근 역, 길벗 2018년 03월 30일 (종이책도 있고 전자책도 있음)",,"(1) 이것이 자바다, 신용권 지음, 한빛미디어. (2) 명품 JAVA Programming, 황기태, 김효주 지음, 생능출판사, (3) Java의 정석, 제3판, 남궁성 지음, 도우출판.","자바프로그래밍 1, 혹은 C언어, Python, Basic 등 다른 프로그래밍 언어를 이용하는 프로그래밍 과목을 이수했거나 그에 상당하는 지식과 경험이 있어야 함.데이터 타입, 변수, 연산, 조건문, 반복문, 함수(메소드) 호출, 배열 등의 개념을 이해하고 있어야 하며 이들을 활용한 기본적인 프로그래밍 연습이 되어 있어야 함.",True,True,False,False,False,True,target_department_and_target_course
3542,2022,강원대학교,IT대학,컴퓨터공학과,자바프로그래밍2,1,2학기,3,2,2,학문기초,소규모 프로그래밍 과제가 주어졌을 때 자바를 이용해 해결할 수 있게 된다.,"가장 빨리 만나는 코어 자바 9, 카이 호스트만 저, 신경근 역, 길벗 2018년 03월 30일 (종이책도 있고 전자책도 있음)",,"(1) 이것이 자바다, 신용권 지음, 한빛미디어. (2) 명품 JAVA Programming, 황기태, 김효주 지음, 생능출판사, (3) Java의 정석, 제3판, 남궁성 지음, 도우출판.","자바프로그래밍 1, 혹은 C언어, Python, Basic 등 다른 프로그래밍 언어를 이용하는 프로그래밍 과목을 이수했거나 그에 상당하는 지식과 경험이 있어야 함.데이터 타입, 변수, 연산, 조건문, 반복문, 함수(메소드) 호출, 배열 등의 개념을 이해하고 있어야 하며 이들을 활용한 기본적인 프로그래밍 연습이 되어 있어야 함.",True,True,False,False,False,True,target_department_and_target_course
3544,2022,강원대학교,IT대학,컴퓨터공학과,논리회로,2,1학기,3,3,0,전공선택,,"김종현, “디지털 논리회로”, 생능출판사, 2016년 1월.",,"M. Morris R. Mano and Michael D. Ciletti, Digital Design, Global Edition, 6th Edition, 2019. 송상훈, 한동일,""논리회로 설계"", 생능출판, 2015년 12월. 설계도구 및 환경 : Logisim(evolution)",,True,True,False,False,False,True,target_department_and_target_course
3549,2022,강원대학교,IT대학,컴퓨터공학과,모바일프로그래밍,2,2학기,3,2,2,전공선택,,"Do it! 안드로이드 앱 프로그래밍 (이지스퍼블리싱, 정재근)",,,"기초 프로그래밍 지식, 자바 프로그래밍 언어",True,True,False,False,False,True,target_department_and_target_course
3567,2022,강원대학교,IT대학,컴퓨터공학과,데이터분석프로그래밍,2,2학기,3,2,2,전공선택,,"Avinash Navlani 저, ""Python Data Analysis Third Edition""","Joel Grus 저, ""Data Science from Scratch""",,"프로그래밍기초, 파이썬프로그래밍혹은 각 수업에 준하는 기본 프로그래밍 및 파이썬 기초 지식을 요함",True,True,False,True,False,True,target_department_and_target_course
3569,2022,강원대학교,IT대학,컴퓨터공학과,마이크로프로세서,2,2학기,3,3,0,전공선택,마이크로프로세서의 동작 원리를 이해하고 설명할 수 있다.,"김용석, 마이크로프로세서의 이해: 프로그래밍에서 프로세서 설계까지, 개정판, 2017, 홍릉과학출판사",,,"선수과목: C 언어에 대한 기본적인 지식이 필요함 후속과목:3학년의 컴퓨터구조, 운영체제 과목 이수에 필요한 지식을 습득함",True,True,False,False,False,True,target_department_and_target_course
3571,2022,강원대학교,IT대학,컴퓨터공학과,문제해결프로그래밍,2,2학기,3,2,2,전공선택,적합한 자료구조와 알고리즘을 문제에 맞게 선정할 수 있다.,"스티븐 스키에나, 미구엘 레비야 저, 서환수 역, 알고리즘 트레이닝 북 (Programming Challenges), 한빛미디어, 2014.5 (10쇄)",,,C/C++ 또는 자바 프로그래밍자료구조 및 실습,True,True,False,False,False,True,target_department_and_target_course
3574,2022,강원대학교,IT대학,컴퓨터공학과,시스템프로그래밍,2,2학기,3,3,0,전공선택,"In this course, you will learn how computers work from a programmer's perspective.","""Computer Systems: A Programmer's Perspective"", Third Edition, Pearson","""Computer Systems: A Programmer's Perspective"", 1st/2nd Edition, Pearson",,Courses on C and Linux,True,True,False,False,False,True,target_department_and_target_course
3576,2022,강원대학교,IT대학,컴퓨터공학과,운영체제,3,1학기,3,3,0,전공필수,,"운영체제의 이해 (김용석, 홍릉과학출판사, 2018년)",,"Silberschtz, Operating System Concepts, 9th Edition",C 또는 Java 언어 및 자료구조에 익숙할것마이크로프로세서 및 어셈블리언어에 대한 사전지식이 필요함,True,True,False,True,False,True,target_department_and_target_course
3588,2022,강원대학교,IT대학,컴퓨터공학과,컴퓨터시스템보안,3,1학기,3,3,0,전공선택,,"컴퓨터 보안 원리 및 실습 제3판, 한티미디어, 윌리엄 스톨링/로리 브라운 공저, 한명묵/김영천 외 6인 공역, 2016년 8월.",,,"운영체제, 데이터베이스, 컴퓨터 네트워크, 컴퓨터 프로그래밍",True,True,False,False,False,True,target_department_and_target_course
3595,2022,강원대학교,IT대학,컴퓨터공학과,데이터베이스,3,2학기,3,3,0,전공선택,,"오라클로 배우는 데이터베이스 개론과 실습 (2판), 박우창, 한빛아카데미, 2020년 7월",,,"C, Java 프로그래밍",True,True,False,True,False,True,target_department_and_target_course
3602,2022,강원대학교,IT대학,컴퓨터공학과,임베디드시스템,3,2학기,3,2,2,전공선택,"임베디드 시스템에서 사용되는 라즈베리 파이의 구조와 동작 특성을 이해하므로 시스템 프로그래밍을 할수 있는 실무 능력을 배양한다임베디드 시스템에서 활용되는 다양한 센서들의 특성을 이해하고, 이들을 동작시키위한 소프트웨어, 도구들에 대한 내용을 실습을 통하여 익히므로 임베디드 시스템을 이용한 사물인터넷 서비스 프로그램을 제작할수 있는 능력을 배양한다블루투스, Wifi를 탑재한 사무인터넷 모트들을 사용하여 모바일 환경에서 임베디드, 사물인터넷 서비스 프로그램을 제작하는 능력을 배양한다.",라즈베리 파이 기반 키트용 임베디드 프로그래밍,,,"C 프로그램밍, 리눅스 시스템 및 실습, 운영체제",True,True,False,False,False,True,target_department_and_target_course
3603,2022,강원대학교,IT대학,컴퓨터공학과,임베디드시스템,3,2학기,3,2,2,전공선택,"임베디드 시스템에서 사용되는 라즈베리 파이의 구조와 동작 특성을 이해하므로 시스템 프로그래밍을 할수 있는 실무 능력을 배양한다임베디드 시스템에서 활용되는 다양한 센서들의 특성을 이해하고, 이들을 동작시키위한 소프트웨어, 도구들에 대한 내용을 실습을 통하여 익히므로 임베디드 시스템을 이용한 사물인터넷 서비스 프로그램을 제작할수 있는 능력을 배양한다블루투스, Wifi를 탑재한 사무인터넷 모트들을 사용하여 모바일 환경에서 임베디드, 사물인터넷 서비스 프로그램을 제작하는 능력을 배양한다.",라즈베리 파이 기반 키트용 임베디드 프로그래밍,,,"C 프로그램밍, 리눅스 시스템 및 실습, 운영체제",True,True,False,False,False,True,target_department_and_target_course
3616,2022,강원대학교,IT대학,컴퓨터공학과,캡스톤디자인1,4,1학기,3,0,6,전공선택,,소프트웨어공학 혹은 시스템분석및설계 관련 전공도서 (필요시 추후 안내),,,Course on software engineering & C(or Java) language is required.,True,False,True,False,False,True,target_department_and_foundational_course
4391,2022,강원대학교,단과대구분없음,데이터사이언스학과,기계학습,4,1학기,3,2,2,전공선택,,,,,"[선택] 파이썬프로그래밍, 데이터분석프로그래밍, 인공지능",True,True,False,True,False,True,target_department_and_target_course
5715,2022,강원대학교,공학대학,전기공학전공,전기기초실험,2,1학기,3,2,2,전공선택,"초보자를 위한 전기기초실험으로 전자의 행동으로서 전자의 흐름.전자와 전위차.전기 저항.전기 에너지.교류 등을 들어 전자 현상을 물에 비유하여 전기에 입문하는 학생들의 실험, 실습으로 전공지식의 함양됨",전기기초실험,"전기, 전자기최실험",,전기기초 공학전기 분야 입문 단계에서 전기공학의 기본적인 원리와 관련 지식을 학생들이 쉽게 이해할 수 있도록 함전기에 대한 기초지식이 없어도 누구나 쉽게 접근할 수 있도록 내용을 강의식으로 구성하여 전기에 대한 흥미를 가질 수 있도록 함,True,False,True,False,False,True,target_department_and_foundational_course
5717,2022,강원대학교,공학대학,전기공학전공,전기응용실험,2,2학기,3,2,2,전공선택,,"전기회로실험, 회로이론, 전기사용시설물 설비 및 설계",,,,True,False,True,False,False,True,target_department_and_foundational_course
5721,2022,강원대학교,공학대학,전기공학전공,전력설비자동화종합설계,4,1학기,3,2,2,전공선택,"자동제어, 디지털 제어공학의 이론을 바탕으로 주어진 전공실무능력 활용","디지털 논리회로 실험(김동원 외 3인 공저, 한올 출판사), 실습관련 회로 프린트물, 멀티미디어 시스템(종합자동제어시스템) 교육자료",,,,True,False,True,False,False,True,target_department_and_foundational_course
5762,2022,강원대학교,공학대학,전기제어계측공학부,직업선택과꿈설계,3,2학기,1,1,0,전공선택,,,,,,True,False,True,False,False,True,target_department_and_foundational_course
5894,2022,강원대학교,공학대학,전자정보통신공학부,창의적입문설계,1,1학기,2,0,0,전공선택,"지식응용 : 전기 자기력 교육, 회로 부품의 역할 교육, 기어의 역학 교육, 여건이 되면 아두이노 코딩 교육을 목표로 한다.",없음. 강의 동영상 또는 PPT,,,,True,False,True,False,False,True,target_department_and_foundational_course
5904,2022,강원대학교,공학대학,전자정보통신공학부,벤처캡스톤디자인,4,1학기,3,0,0,전공필수,,,,,,True,False,True,False,False,True,target_department_and_foundational_course
5906,2022,강원대학교,공학대학,전자정보통신공학부,기초물리이론및실험,1,2학기,3,2,2,전공선택,"원하는 내용을 파악하고, 여러가지 도구를 이용하여 원하는 내용을 점검할 수 있는 실험 구성",자체 제작된 내용,,,,True,False,True,False,False,True,target_department_and_foundational_course
5916,2022,강원대학교,공학대학,정보통신공학전공,웹프로그래밍,2,2학기,3,3,0,전공선택,JAVA언어를 작성하고 컴파일 및 실행을 위한 도구를 활용할 수 있다.,JAVA 프로그래밍 실무 예제(Lotto)로 따라 배우는 권기현 저 | 홍릉과학출판사 | 2018년 08월 30일,,인터넷 신기술 조사 및 동향 관련 참고문헌,프로그래밍 흐름제어에 대한 간략한 이해가 필요하다.데이터에 대한 개념이 필요하다.컴퓨터 활용 기본 지식이 필요하다.,True,True,False,False,False,True,target_department_and_target_course
6196,2022,강원대학교,공학대학,AI소프트웨어학과,AI소프트웨어개론및응용,1,1학기,3,3,0,전공선택,,강의자료 제공,,,,True,True,False,True,False,True,target_department_and_target_course
6199,2022,강원대학교,공학대학,AI소프트웨어학과,최적화및기계학습,3,1학기,3,2,2,전공필수,,강의자료 제공,,,"수학, 확률/통계, 코딩 관련 과목",True,True,False,True,False,True,target_department_and_target_course
6230,2022,강원대학교,공학대학,AI소프트웨어학과,벤처캡스톤디자인,4,1학기,3,2,2,전공선택,,없음,,,,True,False,True,False,False,True,target_department_and_foundational_course
6235,2022,강원대학교,공학대학,AI소프트웨어학과,소프트웨어공학,2,2학기,3,2,2,전공선택,본 수업의 목표는 소프트웨어공학에 대한 전문성을 지니게 하는 것이다.,"PPT, 수업 프로젝트, 논문",,,,True,True,False,False,False,True,target_department_and_target_course
6240,2022,강원대학교,공학대학,AI소프트웨어학과,빅데이터분석,3,1학기,3,2,2,전공선택,,"빅데이터의 이해 한국방송통신대학이긍희, 함유근, 김용대, 이준환, 원중호",데이터분석 이훈영 청람,,,True,True,False,True,False,True,target_department_and_target_course
6242,2022,강원대학교,공학대학,AI소프트웨어학과,컴퓨터보안,4,2학기,3,3,0,전공선택,,컴퓨터보안 방통대 출판사,,,,True,True,False,False,False,True,target_department_and_target_course
6246,2022,강원대학교,공학대학,AI소프트웨어학과,미디어콘텐츠설계,2,2학기,3,3,0,전공선택,프로젝트 요구분석과 환경 분석을 통해 프로젝트의 핵심 내용을 파악하고 커뮤니케이션 및 의견 조율 방법을 알아봅니다.,디지털콘텐츠 기획(한빛아카데미김성은),,,,True,False,True,False,False,True,target_department_and_foundational_course
6253,2022,강원대학교,공학대학,AI소프트웨어학과,미디어통신공학,3,2학기,3,3,0,전공선택,"데이터통신과 네트워크 응용을 이해하기 위한 기초 이론부터 현재 사용되고 있는 주요 기술은 물론, 향후 제공될 차세대 네트워크 기술에 이르는 핵심적인 내용을 학습한다.",초연결사회의 데이터통신과 네트워킹 (한빛아카데미),,,,True,True,False,False,False,True,target_department_and_target_course
6255,2022,강원대학교,공학대학,AI소프트웨어학과,디지털논리설계,2,2학기,3,2,2,전공선택,직접 회로를 제작 할 수 있을 정도의 수행 능력 향상,"디지털 논리 회로 4판(임석구,홍경호/ 한빛 아카데미)",,,,True,True,True,False,False,True,target_department_and_target_course
6257,2022,강원대학교,공학대학,AI소프트웨어학과,컴퓨터구조,3,1학기,3,3,0,전공선택,,컴퓨터구조론,"컴퓨터구조특론, 고급컴퓨터",,,True,True,False,True,False,True,target_department_and_target_course
6259,2022,강원대학교,공학대학,AI소프트웨어학과,객체지향프로그래밍,2,1학기,3,2,2,전공선택,취업 분야에 적용할 수 있는 능력을 키우도록 한다.,"Java Programming, 황기태 외1 저, 생능출판사","Power JAVA, 천인국 외1저, INIFINITY BOOKS",,,True,True,False,False,False,True,target_department_and_target_course
6261,2022,강원대학교,공학대학,AI소프트웨어학과,모바일프로그래밍,3,2학기,3,2,2,전공선택,전공 기초 지식을 습득한 후 다른 과목에 적용할 수 있는 능력을 키우도록 한다.캡스톤디자인 과목을 위한 실습 능력을 갖추도록 한다.,"안드로이드 프로그래밍, 우재남 외1 저, 한빛아카데미","안드로이드 프로그래밍, 천인국 저, 생능출판사",,,True,True,False,False,False,True,target_department_and_target_course
6263,2022,강원대학교,공학대학,AI소프트웨어학과,웹프로그래밍,3,1학기,3,2,2,전공선택,전공 기초 지식을 습득한 후 다른 과목에 적용할 수 있는 능력을 키우도록 한다.,"쉽게 배우는 JSP 웹프로그래밍, 송미영 저, 한빛아카데미","모바일 웹 서비스 구현을 위한 JSP 웹 프로그래밍, 김현규 , 박유현 저, 한빛아카데미",,,True,True,False,False,False,True,target_department_and_target_course
6265,2022,강원대학교,공학대학,AI소프트웨어학과,AI응용수학,1,2학기,3,3,0,전공선택,,인공지능을 위한 수학 (이시카와 아키히코 지음; 프리렉),,,"* 선수 과목: 1학년에 필수 수강하는 수학 교과목 (1) 2022학번 기준: '공학기초수학및연습' (학문기초)(2) 2021학번 또는 이전 학번 기준: '대학수학및연습' (대학별교양)* 선수 지식: 수 및 수의 연산 이해, 함수의 정의 및 특성 이해, 함수의 미분 이해 및 관련 간단한 계산 방법 이해 등",True,True,False,True,False,True,target_department_and_target_course
6266,2022,강원대학교,공학대학,AI소프트웨어학과,AI응용수학,1,2학기,3,3,0,전공선택,,인공지능을 위한 수학 (이시카와 아키히코 지음; 프리렉),,,"* 선수 과목: 1학년에 필수 수강하는 수학 교과목 (1) 2022학번 기준: '공학기초수학및연습' (학문기초)(2) 2021학번 또는 이전 학번 기준: '대학수학및연습' (대학별교양)* 선수 지식: 수 및 수의 연산 이해, 함수의 정의 및 특성 이해, 함수의 미분 이해 및 관련 간단한 계산 방법 이해 등",True,True,False,True,False,True,target_department_and_target_course
6270,2022,강원대학교,공학대학,AI소프트웨어학과,문제해결프로그래밍,2,2학기,3,2,2,전공선택,,,,,,True,True,False,False,False,True,target_department_and_target_course
6274,2022,강원대학교,공학대학,AI소프트웨어학과,AI와사운드,2,1학기,3,3,0,전공선택,,없음,없음,"1. 『음향기술총론』 강성훈, SOUND MEDIA, 2018 2. 『오디오 기술』 강성훈, SOUND Media, 2018 3. 『미디어 음향』 Stanley Alten, 김윤철 옮김, 커뮤니케이션북스, 2006 4. 『장인석의 음향입문』 장인석, SRMUSIC, 2012 5. 『The Science of Sound』 Rossing, Moore & Wheeler, Addison Wesley, 2002 6. 『디지털 하이파이』 홍진표, e비즈북스, 2021 7. 『인공지능, 말을 걸다』 박현아, 스리체어스, 2020 8. 『보이스 퍼스트 패러다임』 호모 디지쿠스, 아마존의나비, 2017 9. 『음성인식 AI의 미래』 제임스 블라호스 지음, 박진서 옮김, 김영사, 2020 10. 『인공지능 콘텐츠 혁명』 고찬수, 한빛미디어, 2018 11. 『인공지능과 인간의 대화』 김지현, 미래의창, 2020 12. 『다가온 미래』 버나드 마 지음, 이경민 옮김, 다산사이언스, 2020 13. 『음향시스템 핸드북 4』 장호준 지음, BIC 미디어북스, 2016 14. 『IT융합 시대의 멀티미디어 배움터 2.0』 최윤철·임순범, 생능출판, 2016 15. 『PA입문』 코세 타카오, 스도 히로시 공저, SRMUSIC, 2015 16. 어도비 오디션(Adobe Audition) 17. 어도비 프리미어 프로(Adobe Premiere Pro) 18. 기타",,True,True,False,True,False,True,target_department_and_target_course
6280,2022,강원대학교,공학대학,AI소프트웨어학과,운영체제,3,2학기,3,3,0,전공선택,,쉽게 배우는 운영체제/조성호지음/한빛아카데이,그림으로 배우는 원리와 구조/구현회지음/한빛아카데미,Operating System Concepts 10e/ Avraham Silberschatz/John Wiley (번역본: 운영체제 : [10판]/박민규옮김/퍼스트북),,True,True,False,True,False,True,target_department_and_target_course
7772,2022,강원대학교,인문사회·디자인스포츠대학,레저스포츠학과,스포츠빅데이터분석과활용,3,2학기,2,1,2,전공선택,,"데이터마이닝 R Edition,비즈니스 애널리틱스를 위한",,,,False,True,False,True,False,True,strong_ai_cs_course_outside_target_department
8297,2022,경북대학교,경상대학,경영학부,데이터베이스입문,3,1학기,3,3,0,전공,본 수업을 통하여 학생들은 데이터베이스의 목적을 이해할 수 있다명세서를 보고 데이터베이스 디자인을 할 수 있다주어진 데이터 베이스를 정규화시킬 수 있다엑세스를 사용할 수 있으며 목적에 맞게 엑세스를 디자인하고 데이터를 삽입할 수 있다,"액세스 2019로 배우는 데이터베이스 기초와 실습, 김지연, 한빛아카데미",,,,False,True,False,True,True,True,strong_ai_cs_course_outside_target_department
8299,2022,경북대학교,경상대학,경영학부,데이터베이스입문,3,1학기,3,3,0,전공,"본 강의를 통해 데이터베이스 개념에 대한 이해와 데이터 모델, 데이터의 구축 및 관리에 대한 지식을 학습한다.","주교재 : 데이터베이스 개론, 김연희, 한빛아카데미부교재(액세스 실습) : 액세스 2019로 배우는 데이터베이스 기초와 실습, 김지연, 한빛아카데미강의자료는 LMS를 통해 PDF 파일로 제공될 예정첫 수업시간에 교재에 대한 설명이 있을 예정이니 참고바람",,,없음,False,True,False,True,True,True,strong_ai_cs_course_outside_target_department
8923,2022,경북대학교,공과대학,기계공학부 기계설계학전공,공학응용인공지능,4,1학기,3,3,0,공학전공,"The aim of this course is to be familiar with basic artificial intelligence techniques, especially machine learning, which are now popular as an alternative of traditional deterministic modeling. The machine learning covers supervised, unsupervised learning and more.","Main textbook: Introduction to Machine Learning 4th Ed., Alpaydin EthemReferences: 1. Introduction to Machine Learning with Python, OªReilly, 안드레아스 뮐러, 세라 가이도2. Deep Learning from Scratch, OªReilly, 사이토 고키3. Machine Learning in Python, Bowles4. Other materials from website",,,C++ programming,False,True,False,True,True,True,strong_ai_cs_course_outside_target_department
9131,2022,경북대학교,공과대학,신소재공학부 전자재료공학전공,창의기초설계,2,1학기,3,2,2,공학전공,"창의공학의 기본 내용을 학습하고, 개인별 및 팀별 과제를 통하여 창의성을 향상한다.","Kang Park, et al., Creative Engineering, 2nd Edition, Infinity, 2010.Brian S. Thompson, Creative Engineering Design, Okemos Press, 4th edition, 1998.Handouts.",,,없음,True,False,True,False,True,True,target_department_and_foundational_course
9147,2022,경북대학교,공과대학,신소재공학부 전자재료공학전공,재료공정실험,3,1학기,2,1,2,공학전공,"Students will be divided into teams and planed to do the following experimental tasks:Powder procssingSintering processingThin film depositionDesign team project (Introduction,Teamwok,and Report and presentation)","Textbook: Handouts in ClassReferences:Principles of ceramics processing by James S. Reed, John Wiley & Sons, Inc.,(1995)Modern Ceramic Engineering, 2nd Ed., David W. Richerson,Thinfilm deposition, Donald L. Smith, McGrawHill, Inc., 1997.",,,General Chemistry,True,False,True,False,True,True,target_department_and_foundational_course
14364,2022,경북대학교,자연과학대학,통계학과,빅데이터분석 및 실험,3,2학기,3,2,2,전공,Learn how to make the big data based on various data sources and make synthetic data based on critical thinkings and the use of statistical techniques,Lecture notes and various reading materials,,,mathematical statistics and regression analysis,False,True,True,True,False,True,strong_ai_cs_course_outside_target_department
14661,2022,경북대학교,IT대학,전기공학과,C프로그래밍과실습,1,1학기,3,2,2,전공기반,"본 강의에서는 프로그래밍 과정과 C 언어의 구성, 문법과 함수 학습하고 교과서의 연습문제와 프로젝트 과제를 C 언어로 프로그램을 설계하고 작성하는 실습으로 프로그램 능력을 키운다.","교재: 쉽게 풀어쓴 C언어 Express, 천인국 지음, 생능출판사.참고문헌: (명품) C 언어 프로그래밍, 생능출판사, 안기수, 2014. 차근차근 배우는 c프로그래밍 기초, 경북대출판부, 강동진외 4인, 2017",,,없음,True,True,False,False,False,True,target_department_and_target_course
